Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Rotation_X,Rotation_Y,Rotation_Z,Raycast_1,Raycast_2,Raycast_3,Raycast_4,Raycast_5,Raycast_6,Raycast_7,Raycast_8,Score
23,12,167,2,0,67,1,359,1,100,23,17,24,100,18,13,19,4
23,12,168,2,1,67,1,359,1,100,23,17,24,100,18,13,19,4
23,12,170,2,1,67,1,359,1,100,23,17,24,100,18,13,19,4
23,12,171,2,1,67,1,359,1,100,23,17,24,100,18,13,19,4
23,12,172,2,0,67,1,359,1,100,23,17,24,100,18,13,19,4
23,12,174,2,0,67,1,359,0,100,23,17,24,100,17,13,19,4
23,12,175,1,0,67,1,359,0,100,23,17,24,100,17,13,19,4
23,12,176,1,0,67,1,359,360,100,23,17,24,100,17,13,19,4
23,12,178,1,0,67,1,359,360,100,23,17,24,100,17,13,19,4
23,12,179,1,0,67,1,359,360,100,23,17,24,100,17,13,19,4
23,12,180,1,0,67,1,358,360,100,23,17,24,100,17,13,19,4
23,12,182,1,0,68,1,358,360,100,23,17,24,100,17,13,19,4
23,12,183,1,-1,68,2,358,360,100,23,17,24,100,17,13,19,4
23,12,184,1,-1,67,2,358,360,100,23,17,24,100,17,13,19,4
23,12,186,1,-1,66,2,358,360,100,23,17,24,100,17,13,19,4
23,12,187,1,-2,66,2,358,360,100,23,17,24,100,17,13,19,4
23,12,188,1,-2,65,3,358,360,100,23,17,24,100,17,13,19,4
23,12,190,1,-2,65,3,358,360,100,23,17,24,100,17,13,19,4
23,12,191,1,-2,65,3,358,360,100,23,17,24,100,17,13,19,4
23,12,192,1,-2,65,3,358,360,100,23,17,24,100,17,13,19,4
23,12,193,1,-2,64,4,358,360,100,23,17,24,100,17,13,19,4
23,12,195,1,-3,64,4,358,360,100,23,17,24,100,17,13,19,4
23,12,196,1,-3,62,4,358,360,100,23,17,24,100,17,13,19,4
23,12,197,1,-4,62,4,358,360,100,23,17,24,100,17,13,19,4
23,12,198,0,-4,61,4,358,360,100,23,17,24,100,17,13,19,4
23,12,200,0,-4,62,5,358,360,100,23,17,24,100,17,13,19,4
23,11,201,0,-4,62,5,358,360,100,23,17,24,100,17,13,19,4
23,11,202,0,-4,62,5,358,360,100,23,17,24,100,17,13,19,4
23,11,203,0,-4,62,6,358,360,100,23,17,24,100,17,13,19,4
23,11,205,0,-5,62,6,358,360,100,23,17,24,100,17,13,19,4
23,11,206,0,-5,61,6,358,360,100,23,17,24,100,17,13,19,4
23,11,207,0,-5,61,6,358,360,100,23,17,24,100,17,13,19,4
23,11,208,0,-6,60,6,358,360,100,23,17,24,100,17,13,19,4
23,11,209,0,-6,60,6,359,360,99,23,17,24,100,17,13,18,4
23,11,211,0,-6,60,7,359,0,93,23,17,24,100,17,13,18,4
23,10,212,0,-6,60,7,359,1,89,23,17,24,100,18,13,18,4
23,10,213,0,-6,60,7,360,1,86,23,17,24,100,18,13,18,4
23,10,214,0,-7,59,7,360,1,83,23,17,23,100,18,13,18,4
23,10,215,0,-7,59,8,1,1,77,24,17,23,100,18,13,18,4
23,10,216,0,-7,59,8,2,1,73,24,17,23,100,18,13,18,4
23,10,218,0,-7,59,8,2,1,70,24,17,23,100,19,13,17,4
23,10,219,0,-7,59,8,3,1,68,24,17,22,100,19,13,17,4
23,9,220,0,-8,59,8,3,1,64,25,17,22,100,19,13,17,4
23,9,221,0,-8,60,9,4,1,58,25,17,22,100,19,13,17,4
23,9,222,0,-8,60,9,4,1,54,25,17,22,100,19,13,17,4
23,9,224,0,-8,59,9,4,1,52,25,17,22,100,19,13,17,4
23,9,225,0,-9,59,9,4,1,49,25,17,22,100,19,13,17,4
23,8,226,0,-9,58,10,4,1,47,25,17,22,100,19,13,17,4
23,8,227,1,-9,58,10,4,1,43,25,17,22,100,19,13,17,4
23,8,228,1,-9,58,10,4,1,40,25,17,22,100,19,13,17,4
23,8,229,1,-9,59,10,4,1,38,25,17,22,100,19,13,17,4
23,8,231,1,-9,59,10,4,1,36,25,17,22,100,19,13,17,4
23,8,232,1,-10,59,10,5,1,34,25,17,22,100,19,13,17,4
23,7,233,1,-10,59,11,5,1,32,25,17,22,100,19,13,17,4
23,7,234,1,-10,59,11,4,1,29,25,17,22,100,19,13,17,4
23,7,235,1,-10,59,11,4,1,28,25,17,22,100,19,13,17,4
23,7,236,1,-10,59,11,4,1,28,25,17,22,100,19,13,17,4
23,6,238,1,-9,60,10,3,1,29,25,17,22,100,19,13,17,4
23,6,239,1,-9,60,10,3,1,30,25,17,23,100,19,13,17,4
23,6,240,1,-9,60,10,3,1,30,24,17,23,100,19,13,17,4
23,6,241,2,-9,60,10,2,1,29,24,17,23,100,18,13,17,4
23,6,242,2,-9,61,10,2,1,28,24,17,23,100,18,13,17,4
23,6,244,2,-9,61,10,2,1,28,24,17,23,100,18,13,17,4
23,5,245,2,-8,61,9,2,1,29,24,17,23,100,18,13,17,4
23,5,246,2,-8,61,9,2,1,30,24,17,23,100,18,13,17,4
23,5,247,2,-8,61,9,1,1,29,24,17,23,100,18,13,17,4
23,5,248,2,-8,62,9,1,1,28,24,17,23,100,18,13,17,4
23,5,250,2,-8,62,8,1,1,29,24,17,23,100,18,13,17,4
23,5,251,2,-7,61,8,1,1,30,24,17,24,100,18,13,17,4
23,4,252,2,-7,62,8,1,1,30,24,17,24,100,18,13,17,4
23,4,253,2,-7,62,8,1,1,29,24,17,24,100,18,13,17,4
23,4,254,2,-7,62,8,1,1,28,24,17,24,100,18,12,17,4
23,4,256,2,-6,62,7,2,1,29,24,17,23,100,18,12,17,4
23,4,257,2,-6,62,7,2,1,30,25,17,23,36,18,12,17,4
23,4,258,2,-6,62,7,2,1,30,25,17,23,34,18,12,17,4
23,4,259,2,-6,63,7,3,1,29,25,17,23,34,18,12,17,4
23,3,261,2,-5,63,6,3,1,29,25,17,23,35,18,12,17,4
23,3,262,2,-5,63,6,3,1,29,25,17,23,33,18,12,17,4
23,3,263,2,-5,63,6,3,1,30,25,17,23,32,18,12,17,4
23,3,264,2,-5,63,6,3,1,30,25,17,23,32,18,12,17,4
23,3,266,2,-5,63,5,3,1,29,25,17,23,33,18,12,17,4
23,3,267,2,-4,63,5,3,1,29,25,17,23,34,18,12,17,4
23,3,268,2,-4,63,5,3,1,30,25,17,23,33,18,12,16,4
23,3,269,2,-4,63,5,3,1,31,25,17,23,32,18,12,16,4
23,3,271,2,-4,63,4,3,1,31,25,17,24,32,18,12,16,4
23,3,272,2,-4,63,4,3,1,30,26,17,24,33,18,12,16,4
24,2,273,2,-3,64,4,3,1,30,26,17,24,34,18,12,16,4
24,2,274,2,-3,63,4,3,1,32,26,17,24,33,18,12,17,4
24,2,276,2,-3,63,4,3,1,35,26,18,24,32,17,12,16,4
24,2,277,2,-3,64,3,3,1,35,26,18,24,32,17,12,16,4
24,2,278,2,-2,64,3,3,1,35,26,18,24,34,17,12,16,4
24,2,279,2,-2,64,3,3,1,36,26,18,24,34,17,12,16,4
24,2,281,2,-2,63,3,3,1,40,26,18,24,33,17,12,16,4
24,2,282,2,-2,64,3,3,1,45,26,18,24,32,17,12,16,4
24,2,283,2,-2,64,2,3,1,47,45,18,24,33,17,12,16,4
24,2,284,2,-1,64,2,3,1,47,45,18,24,34,17,12,16,4
24,2,286,2,-1,64,2,3,1,51,45,18,24,34,17,12,16,4
24,2,287,2,-1,64,2,2,1,64,45,18,24,33,17,12,16,4
24,2,288,2,-1,64,1,2,1,84,45,18,24,32,17,12,16,4
24,2,289,2,0,64,1,2,1,91,45,18,24,33,17,12,16,4
24,2,291,2,0,64,1,2,1,94,45,18,24,34,17,12,16,4
24,2,292,2,0,64,1,2,1,100,45,18,24,34,17,12,34,4
24,2,293,2,0,64,1,2,1,100,45,18,24,34,17,12,34,4
24,2,295,2,0,64,1,2,1,100,45,18,24,33,17,12,34,4
24,2,296,2,1,64,1,2,1,100,45,18,24,34,17,12,34,4
24,2,297,2,1,64,1,2,0,100,45,18,25,36,17,12,33,4
24,2,298,2,0,64,1,2,0,100,45,18,25,38,17,12,33,4
24,2,300,2,0,64,1,2,0,100,45,18,25,40,17,12,33,4
24,2,301,2,0,64,1,2,1,100,45,31,25,41,17,12,33,5
24,2,302,2,1,65,1,2,1,100,45,31,25,42,17,15,33,5
24,2,303,2,1,65,1,2,1,100,46,31,25,43,17,24,33,5
24,2,305,2,1,65,1,2,1,100,46,31,25,44,17,24,33,5
24,2,306,2,0,65,1,2,1,100,46,31,25,45,16,24,33,5
24,2,307,2,0,65,1,2,1,100,46,31,25,47,16,24,33,5
24,2,309,2,0,65,1,2,1,100,46,31,25,49,16,24,33,5
24,2,310,2,1,65,1,2,1,100,46,31,25,50,16,24,33,5
25,2,311,2,1,65,1,2,1,100,46,32,25,51,16,24,33,5
25,2,313,2,0,66,1,2,1,100,46,32,25,53,16,24,33,5
25,2,314,2,0,66,1,2,1,100,46,32,25,54,17,24,33,5
25,2,315,2,0,66,1,2,1,100,46,32,25,55,19,24,33,5
25,2,316,2,1,66,1,2,1,100,46,32,25,56,21,24,33,5
25,2,318,2,1,66,1,2,1,100,46,32,26,58,23,24,33,5
25,2,319,2,1,66,1,2,1,100,46,32,28,59,24,24,33,5
25,2,320,2,0,66,1,2,1,100,46,32,30,61,26,24,33,5
25,2,322,2,0,66,1,2,1,100,46,32,31,62,28,24,33,5
25,2,323,2,0,66,1,2,1,100,46,32,33,63,30,24,33,5
25,2,324,2,1,67,1,2,1,100,46,32,35,65,32,24,33,5
25,2,326,2,1,67,1,2,1,100,46,32,37,66,33,24,32,5
25,2,327,2,1,67,1,2,1,100,46,32,39,67,34,24,32,5
25,2,328,2,0,67,1,2,1,100,46,32,41,69,34,24,32,5
25,2,330,2,0,67,1,2,1,100,46,32,43,70,34,24,32,5
25,2,331,2,1,67,1,2,1,100,46,32,44,72,34,24,32,5
25,2,332,2,1,67,1,2,1,100,46,32,44,73,34,24,32,5
25,2,334,2,1,67,1,2,1,100,47,32,44,74,34,24,32,5
25,2,335,2,0,67,1,2,1,100,47,32,44,76,34,24,32,5
25,2,336,2,0,67,1,2,1,100,47,32,44,77,34,23,32,5
25,2,338,2,0,67,1,2,1,100,47,32,44,79,34,23,32,5
25,2,339,2,1,67,1,2,1,100,47,32,44,80,34,23,32,5
25,2,340,2,1,68,1,2,1,100,47,32,44,81,34,23,32,5
25,2,342,2,1,68,1,2,1,100,47,32,44,83,34,23,32,5
25,2,343,2,0,68,1,2,1,100,47,32,45,84,34,23,32,5
25,2,344,2,0,68,1,2,1,100,47,32,45,86,33,23,32,5
26,2,346,2,0,68,1,2,1,100,47,33,45,87,33,23,32,5
26,2,347,2,1,68,1,2,1,100,47,33,45,88,33,23,32,5
26,2,348,2,1,68,1,2,1,100,47,33,45,90,33,23,32,5
26,2,350,2,1,68,1,2,1,100,47,33,45,91,33,23,32,5
26,2,351,2,0,68,1,2,1,100,47,33,45,92,33,23,32,5
26,2,352,2,0,68,1,2,1,100,47,33,45,94,33,23,32,5
26,2,354,2,1,68,1,2,1,100,47,33,45,95,33,23,32,5
26,2,355,2,1,68,1,2,1,100,47,33,45,97,33,23,31,5
26,2,357,2,1,68,1,2,1,100,47,33,45,98,33,23,31,5
26,2,358,2,0,68,1,2,0,100,47,33,45,99,33,23,31,5
26,2,359,2,0,68,1,2,360,100,47,33,45,100,33,23,31,5
26,2,361,2,0,68,1,2,360,100,47,33,45,100,33,23,31,5
26,2,362,2,1,69,1,2,360,100,47,33,46,100,33,23,31,5
26,2,363,2,1,69,1,1,360,100,47,33,46,100,32,23,31,5
26,2,365,2,1,69,1,1,360,100,47,33,46,100,32,23,32,5
26,2,366,2,1,69,1,1,360,100,47,33,46,100,32,23,32,5
26,2,367,2,0,69,1,360,360,100,46,33,47,100,32,23,32,5
26,2,369,2,0,69,1,360,360,100,46,33,47,100,31,23,32,5
26,2,370,2,1,69,1,359,360,100,46,33,48,100,31,23,32,5
26,2,372,2,1,69,1,358,360,100,45,33,49,100,31,23,33,5
26,2,373,2,1,69,1,358,360,100,45,33,49,100,30,22,33,5
26,2,374,2,1,69,1,357,360,100,44,33,50,100,30,22,34,5
26,2,376,2,1,69,1,356,360,100,44,33,51,100,29,22,34,5
26,2,377,2,1,69,1,355,360,100,43,33,52,90,29,22,35,5
26,2,378,2,1,68,1,353,360,100,42,34,54,78,28,23,36,5
26,2,380,1,1,68,1,352,360,100,41,34,56,79,28,23,37,5
26,2,381,1,1,68,1,350,360,100,41,34,58,81,27,23,39,5
26,2,382,1,1,67,1,349,360,100,40,34,60,83,27,23,40,5
26,2,384,1,0,67,1,347,360,100,39,34,63,85,26,23,42,5
26,2,385,0,0,67,1,345,360,100,38,35,66,85,26,23,44,5
26,2,386,0,0,67,1,344,360,100,38,35,70,77,25,23,45,5
26,2,388,0,0,67,1,342,360,100,37,35,73,70,25,24,46,5
26,2,389,-1,1,67,1,341,360,100,37,35,77,66,25,24,48,5
26,2,390,-1,1,67,1,340,360,100,36,36,81,62,25,24,48,5
26,2,392,-2,1,67,1,338,360,100,36,36,85,59,24,24,49,5
26,2,393,-2,0,66,1,337,360,100,36,36,89,56,24,24,50,5
26,2,394,-3,0,66,1,336,360,100,35,36,94,54,24,25,51,5
26,2,396,-4,0,66,1,335,360,100,35,37,99,52,24,25,51,5
26,2,397,-4,1,66,1,334,360,100,35,37,100,50,24,25,52,5
26,2,398,-5,1,66,1,332,360,100,34,37,100,48,24,26,52,5
26,2,400,-5,1,65,1,331,360,100,34,38,100,46,24,26,53,5
26,2,401,-6,1,65,1,329,360,100,34,38,100,44,24,27,54,5
25,2,402,-6,0,65,1,327,360,100,33,39,100,42,24,28,55,5
25,2,403,-7,0,64,1,326,360,100,33,39,100,40,24,28,56,5
25,2,405,-7,0,64,1,324,360,100,33,40,100,39,24,29,57,5
25,2,406,-8,1,63,1,322,360,100,32,41,100,38,24,30,57,5
25,2,407,-8,1,63,1,320,360,100,32,42,100,36,24,30,58,5
25,2,408,-9,1,62,1,318,360,100,32,43,100,35,24,31,59,5
24,2,410,-9,0,62,1,316,360,100,31,44,100,34,24,31,60,5
24,2,411,-10,0,61,1,314,360,100,31,45,100,34,24,32,61,5
24,2,412,-11,0,61,1,313,360,100,31,46,100,33,25,32,61,5
24,2,413,-12,0,60,1,311,360,100,31,47,100,33,25,33,62,5
24,2,414,-12,1,60,1,309,360,100,31,48,100,32,25,33,62,5
23,2,416,-13,1,60,1,308,360,100,30,49,100,32,26,34,62,5
23,2,417,-14,1,59,1,307,360,100,30,50,100,32,26,34,62,5
23,2,418,-15,0,59,1,305,360,100,30,51,100,32,26,34,62,5
22,2,419,-16,0,58,1,304,360,100,30,52,100,32,26,34,62,5
22,2,420,-17,1,58,1,303,360,100,30,53,100,32,27,34,62,5
22,2,421,-18,1,57,1,303,360,100,29,53,100,32,27,35,62,5
21,2,422,-19,1,57,1,302,360,100,29,54,100,32,27,35,61,5
21,2,424,-20,0,56,1,301,360,100,29,54,100,32,27,35,61,5
20,2,425,-21,0,56,1,301,360,100,28,54,100,33,28,34,60,5
20,2,426,-21,0,55,1,300,360,100,28,54,100,33,28,34,60,5
19,2,427,-22,1,55,1,300,360,99,28,54,100,33,28,34,59,5
19,2,428,-23,1,54,1,299,360,98,28,53,100,34,28,34,58,5
18,2,429,-24,1,54,1,299,360,97,27,53,100,34,28,34,57,5
18,2,430,-25,0,53,1,298,360,96,27,53,100,35,28,34,57,5
17,2,431,-26,0,53,1,298,360,95,27,53,100,35,29,34,56,5
17,2,432,-26,0,52,1,297,360,95,27,53,100,35,29,34,56,5
16,2,433,-27,1,52,1,296,360,94,27,53,98,36,29,34,55,5
16,2,434,-28,1,51,1,296,360,93,27,53,96,36,29,34,55,5
15,2,435,-29,1,51,1,295,360,93,27,53,94,36,29,34,54,5
15,2,436,-29,0,50,1,294,360,92,27,53,92,37,29,34,54,5
14,2,437,-30,0,50,1,293,360,92,27,54,90,37,29,34,54,5
13,2,438,-31,1,49,1,292,360,91,27,55,88,37,29,33,53,5
13,2,439,-31,1,48,1,291,360,91,27,56,85,37,30,33,53,5
12,2,440,-31,1,48,1,289,360,91,27,59,82,37,30,34,53,5
11,2,441,-32,1,47,1,288,360,91,27,61,79,38,30,34,53,5
11,2,442,-32,1,46,1,286,360,91,27,65,76,37,30,34,53,5
10,2,443,-33,1,45,1,284,360,91,27,71,74,37,30,34,54,5
9,2,444,-33,1,45,1,282,360,92,27,78,71,37,29,34,54,5
9,2,444,-33,1,44,1,281,360,92,27,88,69,37,29,34,54,5
8,2,445,-34,1,43,1,279,360,92,27,100,67,37,29,34,55,5
7,2,446,-34,0,42,1,277,360,93,27,100,66,37,29,34,55,5
7,2,447,-35,0,41,1,275,360,93,27,100,64,36,29,34,55,5
6,2,448,-35,0,41,1,273,360,94,27,100,63,36,29,34,55,5
5,2,449,-35,0,40,1,271,360,94,27,100,62,36,29,34,56,5
5,2,449,-36,0,39,1,269,360,95,27,100,60,36,29,34,56,5
4,2,450,-36,0,38,1,267,360,96,27,100,60,35,29,34,57,5
3,2,451,-36,0,37,1,265,360,96,27,100,59,35,29,34,57,5
2,2,452,-37,0,36,1,263,360,97,27,100,58,35,29,34,57,5
2,2,452,-38,1,35,1,261,360,97,27,100,58,34,29,34,58,5
1,2,453,-38,1,34,1,259,360,97,27,100,57,34,28,34,58,5
0,2,454,-38,1,33,1,257,360,98,27,100,57,34,28,34,58,5
-1,2,454,-39,1,32,1,255,360,99,27,100,56,34,28,35,59,5
-2,2,455,-39,0,31,1,254,360,99,28,100,55,33,28,35,59,5
-2,2,455,-40,0,30,1,252,360,100,28,100,55,33,28,35,60,5
-3,2,456,-40,0,28,1,250,360,100,28,100,54,33,28,35,60,5
-4,2,456,-41,0,27,1,248,360,100,28,100,54,33,28,35,60,5
-5,2,457,-41,0,26,1,247,360,100,28,100,54,32,28,35,60,5
-6,2,457,-41,0,25,1,245,360,100,28,100,53,32,28,35,61,5
-6,2,458,-42,1,24,1,244,360,100,28,100,53,32,28,35,61,5
-7,2,458,-42,1,22,1,242,360,100,28,100,53,32,27,35,61,5
-8,2,459,-42,1,21,1,241,360,100,28,100,53,32,27,35,61,5
-9,2,459,-43,0,20,1,240,360,100,29,100,53,32,27,35,61,5
-10,2,459,-43,0,19,1,239,360,100,29,100,53,32,27,35,61,5
-11,2,460,-43,0,17,1,238,360,100,29,100,53,32,27,34,61,5
-12,2,460,-43,1,16,1,236,360,100,29,100,53,32,27,34,61,5
-13,2,460,-44,1,15,1,235,360,100,29,100,53,32,27,34,61,5
-13,2,461,-44,1,13,1,234,360,100,29,100,53,32,27,34,61,5
-14,2,461,-44,1,12,1,233,360,100,29,100,53,32,27,34,61,5
-15,2,461,-44,0,11,1,232,360,100,29,100,53,31,27,34,61,5
-16,2,461,-44,0,10,1,230,360,100,29,100,52,31,27,34,61,5
-17,2,461,-44,0,8,1,229,360,100,29,99,52,31,27,34,61,6
-18,2,462,-44,1,7,1,227,360,100,29,97,52,31,27,35,61,6
-19,2,462,-44,1,6,1,226,360,100,29,96,52,31,27,35,62,6
-20,2,462,-44,0,5,1,224,360,100,29,95,51,31,27,35,62,6
-21,2,462,-44,0,3,1,223,360,100,29,94,51,31,27,35,62,6
-21,2,462,-44,0,2,1,221,360,100,29,93,51,31,27,35,63,6
-22,2,462,-44,1,1,1,220,360,100,29,92,51,31,27,35,63,6
-23,2,462,-44,1,0,1,218,360,100,29,91,50,31,27,36,64,6
-24,2,462,-43,1,-2,1,217,360,100,29,90,50,31,27,36,64,6
-25,2,462,-43,0,-3,1,215,360,100,29,89,50,31,28,36,65,6
-26,2,462,-43,0,-4,1,214,360,100,29,89,50,31,28,36,65,6
-27,2,462,-42,0,-5,1,212,360,100,29,88,49,31,28,37,65,6
-28,2,461,-42,0,-7,1,210,360,100,29,88,49,31,28,37,66,6
-28,2,461,-42,0,-8,1,209,360,100,29,88,49,31,28,37,66,6
-29,2,461,-41,0,-9,1,208,360,100,29,87,49,31,28,37,67,6
-30,2,461,-41,0,-10,1,206,360,100,29,87,49,31,28,38,67,6
-31,2,461,-41,0,-11,1,205,360,100,29,87,49,31,28,38,67,6
-32,2,460,-40,1,-13,1,204,360,100,29,87,49,31,28,38,67,6
-33,2,460,-40,1,-14,1,203,360,100,29,87,49,31,29,38,67,6
-33,2,460,-39,0,-15,1,202,360,100,29,87,49,31,29,38,67,6
-34,2,459,-38,0,-16,1,201,360,100,29,87,49,32,29,38,67,6
-35,2,459,-38,0,-17,1,200,360,100,28,87,50,32,29,38,67,6
-36,2,459,-37,0,-18,1,199,360,100,28,87,50,32,29,38,67,6
-36,2,458,-37,0,-19,1,199,360,100,28,88,51,32,29,38,67,6
-37,2,458,-36,0,-20,1,198,360,100,27,88,51,33,29,38,66,6
-38,2,457,-36,0,-21,1,198,360,100,27,89,52,33,30,38,66,6
-39,2,457,-35,0,-22,1,197,1,100,27,89,52,33,30,38,65,6
-39,2,456,-35,1,-23,1,197,1,100,26,90,53,34,30,38,65,6
-40,2,456,-34,1,-24,1,197,1,100,26,91,54,34,30,38,64,6
-41,2,455,-34,0,-25,1,197,1,100,26,91,54,35,30,38,64,6
-41,2,455,-33,0,-26,1,196,1,100,25,92,55,35,31,38,63,6
-42,2,454,-33,1,-27,1,196,0,100,25,93,56,35,31,38,63,6
-43,2,454,-32,1,-28,1,196,0,100,25,94,57,36,31,38,62,6
-43,2,453,-32,1,-29,1,196,0,99,25,94,58,36,31,38,61,6
-44,2,453,-31,0,-29,1,196,1,98,24,95,59,37,31,38,61,6
-44,2,452,-31,0,-30,1,196,1,98,24,96,60,37,32,38,60,6
-45,2,451,-30,0,-31,1,196,1,97,24,96,61,38,32,37,59,6
-46,2,451,-30,1,-32,1,196,1,96,24,97,62,39,32,37,59,6
-46,2,450,-29,1,-33,1,196,1,96,23,98,63,39,32,37,58,6
-47,2,449,-29,1,-33,1,196,1,95,23,99,64,40,33,37,57,6
-47,2,449,-29,0,-34,1,196,1,94,23,99,65,41,33,37,57,6
-48,2,448,-28,0,-35,1,196,1,93,23,100,66,41,33,37,56,6
-49,2,447,-28,0,-35,1,196,1,93,23,100,67,42,33,37,55,6
-49,2,447,-28,1,-36,1,196,360,92,23,100,68,43,34,37,55,6
-50,2,446,-27,1,-37,1,196,360,91,23,100,69,43,34,37,54,6
-50,2,445,-27,1,-37,1,195,360,90,23,100,70,44,34,37,54,6
-51,2,444,-27,1,-38,1,195,360,89,23,100,71,44,34,37,53,6
-51,2,444,-27,1,-39,1,195,360,88,23,100,72,45,35,37,53,6
-52,2,443,-26,1,-39,1,195,360,88,23,100,73,46,35,37,52,6
-52,2,442,-26,1,-40,1,194,360,87,23,100,74,46,35,37,52,6
-53,2,441,-26,1,-40,1,194,360,86,23,32,75,47,36,37,52,6
-54,2,440,-26,1,-41,1,193,360,85,24,29,75,47,36,37,51,6
-54,2,439,-25,1,-42,1,193,360,83,24,28,76,48,36,37,51,6
-55,2,439,-25,1,-42,1,192,360,82,24,27,77,48,36,37,51,6
-55,2,438,-25,1,-43,1,191,360,81,24,26,77,49,36,37,51,6
-56,2,437,-24,1,-43,1,191,360,80,25,25,78,49,37,37,50,6
-56,2,436,-24,1,-44,1,190,360,79,25,25,78,50,37,37,50,6
-57,2,435,-24,0,-44,1,189,360,78,25,24,79,50,37,37,50,6
-57,2,434,-23,0,-45,1,188,360,77,25,24,79,50,37,37,50,6
-57,2,433,-23,0,-45,1,187,360,76,26,24,80,51,37,37,50,6
-58,2,432,-23,0,-46,1,186,360,75,26,23,80,51,37,36,50,6
-58,2,431,-22,0,-46,1,186,360,74,26,23,81,51,37,36,50,6
-59,2,430,-22,1,-47,1,185,360,73,27,23,82,52,37,36,50,6
-59,2,429,-22,1,-47,1,184,360,72,27,23,82,52,37,36,50,6
-60,2,429,-21,1,-48,1,184,360,71,27,22,83,53,38,36,50,6
-60,2,428,-21,0,-48,1,183,360,70,28,22,84,53,38,36,50,6
-61,2,427,-20,0,-49,1,183,360,69,28,22,85,54,38,35,50,6
-61,2,426,-20,0,-49,1,182,1,68,28,22,86,54,38,35,49,6
-61,2,425,-19,0,-49,1,182,1,67,29,22,87,55,38,35,49,6
-62,2,424,-19,1,-50,1,182,1,66,29,22,88,56,38,35,49,6
-62,2,423,-19,1,-50,1,182,360,65,30,22,89,56,38,35,48,6
-63,2,422,-18,1,-51,1,181,360,64,30,22,90,57,38,34,48,6
-63,2,420,-18,1,-51,1,181,360,63,31,22,91,58,38,34,48,6
-63,2,419,-17,1,-51,1,181,360,62,31,22,92,58,38,34,47,6
-64,2,418,-17,0,-52,1,180,360,61,31,22,93,59,38,33,47,6
-64,2,417,-17,0,-52,1,180,360,59,31,23,94,59,38,33,47,6
-64,2,416,-16,0,-53,1,180,360,58,32,23,95,60,38,33,47,6
-65,2,415,-16,0,-53,1,179,360,57,32,23,96,61,38,32,47,6
-65,2,414,-15,0,-53,1,179,1,56,32,24,97,61,38,32,46,6
-65,2,413,-15,0,-54,1,179,1,55,33,24,98,62,38,32,46,6
-66,2,412,-14,1,-54,1,179,1,54,33,24,99,63,38,32,46,6
-66,2,411,-14,1,-54,1,179,1,53,33,24,100,63,38,31,46,6
-66,2,410,-14,1,-55,1,178,1,52,34,25,100,64,38,31,45,6
-66,2,409,-13,1,-55,1,178,360,51,34,25,100,65,38,31,45,6
-67,2,408,-13,1,-55,1,178,360,50,34,25,100,66,38,30,45,6
-67,2,406,-13,1,-55,1,178,360,49,34,26,100,66,38,30,44,6
-67,2,405,-12,1,-56,1,178,360,47,35,26,100,67,38,30,44,6
-67,2,404,-12,1,-56,1,177,360,46,35,26,100,68,38,30,44,6
-68,2,403,-11,1,-56,1,177,360,45,35,26,100,68,38,29,44,6
-68,2,402,-11,1,-57,1,176,360,44,35,27,100,69,37,29,44,6
-68,2,401,-11,0,-57,1,176,360,43,35,27,100,69,37,29,44,6
-68,2,400,-10,0,-57,1,175,360,42,35,27,100,69,37,29,45,6
-68,2,398,-10,1,-57,1,175,360,41,35,27,100,70,36,29,45,6
-69,2,397,-9,1,-58,1,174,360,40,35,28,100,70,36,29,45,6
-69,2,396,-9,0,-58,1,173,360,39,35,28,100,70,35,28,46,6
-69,2,395,-9,0,-58,1,173,360,37,35,28,100,70,35,28,46,6
-69,2,394,-8,0,-58,1,172,360,36,35,28,100,70,34,28,47,6
-69,2,393,-8,0,-58,1,171,360,35,34,28,100,70,34,28,45,6
-70,2,391,-7,0,-59,1,171,360,34,34,29,100,70,34,28,43,6
-70,2,390,-7,1,-59,1,170,360,33,34,29,100,71,33,28,42,6
-70,2,389,-6,1,-59,1,170,360,32,34,29,100,71,33,28,40,6
-70,2,388,-6,1,-59,1,169,0,31,34,29,100,71,33,28,38,6
-70,2,387,-5,0,-59,1,169,1,29,34,29,100,72,32,27,37,6
-70,2,385,-5,0,-60,1,169,1,28,34,29,100,72,32,27,35,6
-70,2,384,-5,0,-60,1,169,1,27,35,30,100,73,32,27,34,6
-70,2,383,-4,1,-60,1,169,1,26,35,30,100,74,32,27,32,6
-70,2,382,-4,1,-60,1,169,1,24,35,30,100,74,32,27,31,6
-71,2,381,-3,1,-60,1,169,1,23,35,30,100,75,32,27,29,6
-71,2,379,-3,0,-60,1,169,1,22,35,30,100,76,31,27,28,6
-71,2,378,-2,0,-61,1,169,1,21,35,30,100,77,31,27,27,6
-71,2,377,-2,0,-61,1,169,1,19,35,30,55,78,31,27,25,6
-71,2,376,-2,0,-61,1,169,1,18,35,30,53,80,32,27,25,6
-71,2,375,-1,1,-61,1,170,1,17,29,30,52,81,32,27,25,6
-71,2,373,-1,1,-61,1,170,1,16,27,30,51,83,32,27,24,6
-71,2,372,-1,0,-61,1,171,1,14,24,30,51,85,32,27,24,6
